"Station ID","Alias","Area","Class","Status","XCOORD","YCOORD"
"S12C2","S12C2","ENP","Interior","Inactive",745208.6584,510630.8739
"S12C2","S12C2","ENP","Interior","Inactive",745208.6584,510630.8739
"S12C6","S12C6","ENP","Interior","Inactive",745071.1991,497364.8282
"S12C6","S12C6","ENP","Interior","Inactive",745071.1991,497364.8282
"S345B2","S345B2","WCA3","Interior","Inactive",798623.1505,564164.9981
"S345B6","S345B6","WCA3","Interior","Inactive",804482.1669,552626.7023
"S345C2","S345C2","WCA3","Interior","Inactive",790317.8802,549454.672
"S345C6","S345C6","WCA3","Interior","Inactive",792165.7133,537066.5824
"S355A10","S355A10","ENP","Interior","Inactive",790709.6937,486687.6005
"S355A2","S355A2","ENP","Interior","Inactive",790926.475,512384.2014
"S355A6","S355A6","ENP","Interior","Inactive",790738.2552,498754.2041
"S355B10","S355B10","ENP","Interior","Inactive",803128.8748,486073.5205
"S355B2","S355B2","ENP","Interior","Inactive",802443.8089,513475.4888
"S355B6","S355B6","ENP","Interior","Inactive",803181.1518,499848.493
"T05E","T05E","ENP","Interior","Inactive",790991.7323,394955.6676
"T05W","T05W","ENP","Interior","Inactive",790727.6901,394954.8603
"T0E","T0E","ENP","","Inactive",791574.877,398519.1311
"T0W","T0W","ENP","","Inactive",791334.0394,401716.6337
"T10E","T10E","ENP","Interior","Inactive",789775.8276,393207.4722
"T10W","T10W","ENP","Interior","Inactive",789380.1883,393060.9002
"T11","T11","ENP","Interior","Inactive",791460.167,392885.5195
"T12","T12","ENP","Interior","Inactive",790237.256,393426.9351
"T13","T13","ENP","Interior","Inactive",789379.6389,393242.6162
"T15E","T15E","ENP","Interior","Inactive",788164.4931,391203.7226
"T15W","T15W","ENP","Interior","Inactive",787965.4667,391530.2185
"T21","T21","ENP","Interior","Inactive",787974.1601,388622.7659
"T22","T22","ENP","Interior","Inactive",787575.9821,389312.103
"T23","T23","ENP","Interior","Inactive",786517.4227,390072.173
"T24","T24","ENP","Interior","Inactive",785691.6668,390251.4562
"T25","T25","ENP","Interior","Inactive",785030.9609,390431.237
"T26","T26","ENP","Interior","Inactive",784831.7423,390830.4329
"T31","T31","ENP","Interior","Inactive",792135.6856,377187.2194
"T32","T32","ENP","Interior","Inactive",790518.8814,376818.8365
"T33","T33","ENP","Interior","Inactive",787585.6136,374992.8443
"T34","T34","ENP","Interior","Inactive",785834.7978,375242.0717
"T35","T35","ENP","Interior","Inactive",782596.0324,376213.9477
"T36","T36","ENP","Interior","Inactive",781702.1373,377047.2914
"T51","T51","ENP","Interior","Inactive",789950.2402,400985.5329
"T52","T52","ENP","Interior","Inactive",786421.3133,400248.0776
"T53","T53","ENP","Interior","Inactive",783384.5687,400457.2592
"T61","T61","ENP","Interior","Inactive",771140.9186,324285.2183
"T62","T62","ENP","Interior","Inactive",753847.2252,326279.0068
"T63","T63","ENP","Interior","Inactive",745639.8457,330949.8612
"T64","T64","ENP","Interior","Inactive",741044.1355,331667.6824
"T71","T71","ENP","Interior","Inactive",777731.1207,356211.6226
"T72","T72","ENP","Interior","Inactive",775454.7055,355115.144
"T73","T73","ENP","Interior","Inactive",773999.7189,355656.3901
"T74","T74","ENP","Interior","Inactive",771256.6287,356121.6302
"T75","T75","ENP","Interior","Inactive",768349.6272,356114.1677
"T76","T76","ENP","Interior","Inactive",765474.764,356470.4029
"U2","U2","WCA2","Interior","Inactive",857977.061,701579.2511
"WCA1MESO","WCA1MESO","Refuge","Interior","Inactive",881714.2103,791810.799
"X0","X0","Refuge","Rim","Inactive",837702.1228,782618.9843
"X1","X1","Refuge","Interior","Inactive",838682.3091,782877.6785
"X2","X2","Refuge","Interior","Inactive",841293.1462,784234.0428
"X3","X3","Refuge","Interior","Inactive",844537.8081,782794.4706
"X4","X4","Refuge","Interior","Inactive",851530.5869,784353.1006
"Y4","Y4","Refuge","Interior","Inactive",851735.5586,775448.3136
"Y433","Y433","Refuge","Interior","Inactive",849072.8901,771074.0387
"Z0","Z0","Refuge","Rim","Inactive",838647.4982,775825.6859
"Z1","Z1","Refuge","Interior","Inactive",839397.2511,776446.8902
"Z2","Z2","Refuge","Interior","Inactive",843361.8608,775083.0617
"Z3","Z3","Refuge","Interior","Inactive",849719.0737,772858.1466
"Z4","Z4","Refuge","Interior","Inactive",856316.3843,768454.325
"SRS1B","SRS1B","ENP","Interior","Active",746481.415,517746.109
